00OW               20121019                                                                                   
0601OWB9d       20130101001375100000005000 0900005780000420   
0601OWB9d       20130101001380100000005000 0900005850000423   
0601OWB9d       20130101001385100000005000 0900005910000426   
0601OWB9d       20130101001390100000005000 0900005960000428   
0601OWB9d       20130101001395100000005000 0900006030000431   
0601OWB9d       20130101001400100000005000 0900006090000434   
0601OWB9d       20130101001405100000005000 0900006150000437   
0601OWB9d       20130101001410100000005000 0900006210000440   
0601OWB9d       20130101001415100000005000 0900006270000442   
0601OWB9d       20130101001420100000005000 0900006330000445   
0601OWB9d       20130101001425100000005000 0900006400000448   
0601OWB9d       20130101001430100000005000 0900006450000450   
0601OWB9d       20130101001435100000005000 0900006510000453   
0601OWB9d       20130101001440100000005000 0900006580000456   
0601OWB9d       20130101001445100000005000 0900006630000458   
0601OWB9d       20130101001450100000005000 0900006690000461   
0601OWB9d       20130101001455100000005000 0900006760000464   
0601OWB9d       20130101001460100000005000 0900006810000466   
0601OWB9d       20130101001465100000005000 0900006870000468   
0601OWB9d       20130101001470100000005000 0900006940000471   
0601OWB9d       20130101001475100000005000 0900007000000474   
0601OWB9d       20130101001480100000005000 0900007050000476   
0601OWB9d       20130101001485100000005000 0900007120000479   
0601OWB9d       20130101001490100000005000 0900007180000481   
0601OWB9d       20130101001495100000005000 0900007230000483   
0601OWB9d       20130101001500100000500000 0900010290000588   
0601OWB9d       20130101002000100000500000 0900020140000895   
0601OWB9d       20130101002500100000500000 0900031560001148   
0601OWB9d       20130101003000100000500000 0900043060001325   
0601OWB9d       20130101003500100000500000 0900054540001454   
0601OWB9d       20130101004000100000500000 0900066020001553   
0601OWB9d       20130101004500100000500000 0900077500001632   
0601OWB9d       20130101005000100000500000 0900088980001695   
0601OWB9d       20130101005500100000500000 0900100460001747   
0601OWB9d       20130101006000100000500000 0900111950001791   
0601OWB9d       20130101006500100000500000 0900123430001829   
0601OWB9d       20130101007000100000500000 0900134910001861   
0601OWB9d       20130101007500100000500000 0900146390001889   
0601OWB9d       20130101008000100000500000 0900157890001914   
0601OWB9d       20130101008500100000500000 0900169370001936   
0601OWB9d       20130101009000100000500000 0900180710001954   
0601OWB9d       20130101009500100000500000 0900191560001965   
0601OWB9d       20130101010000100000500000 0900202420001975   
0601OWB9d       20130101010500100000500000 0900213280001984   
0601OWB9d       20130101011000100000500000 0900224130001992   
0601OWB9d       20130101011500100000500000 0900234990002000   
0601OWB9d       20130101012000100000500000 0900245850002007   
0601OWB9d       20130101012500100000500000 0900256700002013   
0601OWB9d       20130101013000100000500000 0900267580002019   
0601OWB9d       20130101013500100000500000 0900278440002025   
0601OWB9d       20130101014000100000500000 0900289290002030   
0601OWB9d       20130101014500100000500000 0900300150002035   
0601OWB9d       20130101015000100000500000 0900311010002039   
0601OWB9d       20130101015500100000500000 0900321870002044   
0601OWB9d       20130101016000100000500000 0900332720002048   
0601OWB9d       20130101016500100000500000 0900343580002051   
0601OWB9d       20130101017000100000500000 0900354440002055   
0601OWB9d       20130101017500100000500000 0900365290002058   
0601OWB9d       20130101018000100000500000 0900376170002061   
0601OWB9d       20130101018500100000500000 0900387030002064   
0601OWB9d       20130101019000100000500000 0900397880002067   
0601OWB9d       20130101019500100000500000 0900408740002070   
0601OWB0+       20130101000000100000020000 0000000030000300   
0601OWB0+       20130101000020100000020000 0000000030000100   
0601OWB0+       20130101000040100000005000 0000000030000071   
0601OWB0+       20130101000045100000005000 0000000030000063   
0601OWB0+       20130101000050100000005000 0000000030000057   
0601OWB0+       20130101000055100000005000 0000000030000052   
0601OWB0+       20130101000060100000005000 0000000030000048   
0601OWB0+       20130101000065100000005000 0000000030000044   
0601OWB0+       20130101000070100000005000 0000000030000041   
0601OWB0+       20130101000075100000005000 0000000030000039   
0601OWB0+       20130101000080100000005000 0000000030000036   
0601OWB0+       20130101000085100000005000 0000000030000034   
0601OWB0+       20130101000090100000005000 0000000030000032   
0601OWB0+       20130101000095100000005000 0000000030000031   
0601OWB0+       20130101000100100000005000 0000000030000029   
0601OWB0+       20130101000105100000005000 0000000030000028   
0601OWB0+       20130101000110100000005000 0000000030000027   
0601OWB0+       20130101000115100000005000 0000000030000026   
0601OWB0+       20130101000120100000005000 0000000030000024   
0601OWB0+       20130101000125100000005000 0000000030000024   
0601OWB0+       20130101000130100000005000 0000000030000023   
0601OWB0+       20130101000135100000005000 0000000030000022   
0601OWB0+       20130101000140100000005000 0000000030000021   
0601OWB0+       20130101000145100000005000 0000000030000020   
0601OWB0+       20130101000150100000005000 0000000030000020   
0601OWB0+       20130101000155100000005000 0000000030000019   
0601OWB0+       20130101000160100000005000 0000000030000018   
0601OWB0+       20130101000165100000005000 0000000030000018   
0601OWB0+       20130101000170100000005000 0000000030000017   
0601OWB0+       20130101000175100000005000 0000000030000017   
0601OWB0+       20130101000180100000005000 0000000030000016   
0601OWB0+       20130101000185100000005000 0000000030000016   
0601OWB0+       20130101000190100000005000 0000000030000016   
0601OWB0+       20130101000195100000005000 0000000030000015   
0601OWB0+       20130101000200100000005000 0000000030000015   
0601OWB0+       20130101000205100000005000 0000000030000014   
0601OWB0+       20130101000210100000005000 0000000030000014   
0601OWB0+       20130101000215100000005000 0000000030000014   
0601OWB0+       20130101000220100000005000 0000000030000013   
0601OWB0+       20130101000225100000005000 0000000030000013   
0601OWB0+       20130101000230100000005000 0000000030000013   
0601OWB0+       20130101000235100000005000 0000000030000013   
0601OWB0+       20130101000240100000005000 0000000030000012   
0601OWB0+       20130101000245100000005000 0000000030000012   
0601OWB0+       20130101000250100000005000 0000000030000012   
0601OWB0+       20130101000255100000005000 0000000030000012   
0601OWB0+       20130101000260100000005000 0000000030000011   
0601OWB0+       20130101000265100000005000 0000000030000011   
0601OWB0+       20130101000270100000005000 0000000030000011   
0601OWB0+       20130101000275100000005000 0000000030000011   
0601OWB0+       20130101000280100000005000 0000000030000011   
0601OWB0+       20130101000285100000005000 0000000070000024   
0601OWB0+       20130101000290100000005000 0000000130000044   
0601OWB0+       20130101000295100000005000 0000000190000064   
0601OWB0+       20130101000300100000005000 0000000250000083   
0601OWB0+       20130101000305100000005000 0000000310000101   
0601OWB0+       20130101000310100000005000 0000000360000115   
0601OWB0+       20130101000315100000005000 0000000410000129   
0601OWB0+       20130101000320100000005000 0000000460000143   
0601OWB0+       20130101000325100000005000 0000000520000159   
0601OWB0+       20130101000330100000005000 0000000570000171   
0601OWB0+       20130101000335100000005000 0000000620000184   
0601OWB0+       20130101000340100000005000 0000000670000196   
0601OWB0+       20130101000345100000005000 0000000710000204   
0601OWB0+       20130101000350100000005000 0000000770000218   
0601OWB0+       20130101000355100000005000 0000000820000229   
0601OWB0+       20130101000360100000005000 0000000870000240   
0601OWB0+       20130101000365100000005000 0000000920000250   
0601OWB0+       20130101000370100000005000 0000000970000260   
0601OWB0+       20130101000375100000005000 0000001030000273   
0601OWB0+       20130101000380100000005000 0000001080000282   
0601OWB0+       20130101000385100000005000 0000001140000294   
0601OWB0+       20130101000390100000005000 0000001190000303   
0601OWB0+       20130101000395100000005000 0000001250000314   
0601OWB0+       20130101000400100000005000 0000001310000325   
0601OWB0+       20130101000405100000005000 0000001360000334   
0601OWB0+       20130101000410100000005000 0000001410000342   
0601OWB0+       20130101000415100000005000 0000001470000352   
0601OWB0+       20130101000420100000005000 0000001530000362   
0601OWB0+       20130101000425100000005000 0000001580000370   
0601OWB0+       20130101000430100000005000 0000001640000379   
0601OWB0+       20130101000435100000005000 0000001700000389   
0601OWB0+       20130101000440100000005000 0000001770000400   
0601OWB0+       20130101000445100000005000 0000001820000407   
0601OWB0+       20130101000450100000005000 0000001880000415   
0601OWB0+       20130101000455100000005000 0000001950000426   
0601OWB0+       20130101000460100000005000 0000002000000432   
0601OWB0+       20130101000465100000005000 0000002060000441   
0601OWB0+       20130101000470100000005000 0000002130000451   
0601OWB0+       20130101000475100000005000 0000002180000457   
0601OWB0+       20130101000480100000005000 0000002250000466   
0601OWB0+       20130101000485100000005000 0000002310000474   
0601OWB0+       20130101000490100000005000 0000002370000481   
0601OWB0+       20130101000495100000005000 0000002430000488   
0601OWB0+       20130101000500100000005000 0000002490000496   
0601OWB0+       20130101000505100000005000 0000002560000504   
0601OWB0+       20130101000510100000005000 0000002610000509   
0601OWB0+       20130101000515100000005000 0000002680000518   
0601OWB0+       20130101000520100000005000 0000002740000524   
0601OWB0+       20130101000525100000005000 0000002790000529   
0601OWB0+       20130101000530100000005000 0000002860000537   
0601OWB0+       20130101000535100000005000 0000002920000543   
0601OWB0+       20130101000540100000005000 0000002980000549   
0601OWB0+       20130101000545100000005000 0000003040000555   
0601OWB0+       20130101000550100000005000 0000003110000563   
0601OWB0+       20130101000555100000005000 0000003160000567   
0601OWB0+       20130101000560100000005000 0000003220000572   
0601OWB0+       20130101000565100000005000 0000003290000580   
0601OWB0+       20130101000570100000005000 0000003340000583   
0601OWB0+       20130101000575100000005000 0000003410000590   
0601OWB0+       20130101000580100000005000 0000003470000596   
0601OWB0+       20130101000585100000005000 0000003540000603   
0601OWB0+       20130101000590100000005000 0000003600000608   
0601OWB0+       20130101000595100000005000 0000003680000616   
0601OWB0+       20130101000600100000005000 0000003750000622   
0601OWB0+       20130101000605100000005000 0000003820000629   
0601OWB0+       20130101000610100000005000 0000003900000637   
0601OWB0+       20130101000615100000005000 0000003980000645   
0601OWB0+       20130101000620100000005000 0000004050000651   
0601OWB0+       20130101000625100000005000 0000004130000658   
0601OWB0+       20130101000630100000005000 0000004220000667   
0601OWB0+       20130101000635100000005000 0000004300000675   
0601OWB0+       20130101000640100000005000 0000004370000680   
0601OWB0+       20130101000645100000005000 0000004450000687   
0601OWB0+       20130101000650100000005000 0000004530000694   
0601OWB0+       20130101000655100000005000 0000004610000701   
0601OWB0+       20130101000660100000005000 0000004680000706   
0601OWB0+       20130101000665100000005000 0000004760000713   
0601OWB0+       20130101000670100000005000 0000004840000720   
0601OWB0+       20130101000675100000005000 0000004910000725   
0601OWB0+       20130101000680100000005000 0000004990000731   
0601OWB0+       20130101000685100000005000 0000005080000739   
0601OWB0+       20130101000690100000005000 0000005160000745   
0601OWB0+       20130101000695100000005000 0000005240000751   
0601OWB0+       20130101000700100000005000 0000005320000757   
0601OWB0+       20130101000705100000005000 0000005410000765   
0601OWB0+       20130101000710100000005000 0000005490000771   
0601OWB0+       20130101000715100000005000 0000005570000776   
0601OWB0+       20130101000720100000005000 0000005650000782   
0601OWB0+       20130101000725100000005000 0000005740000789   
0601OWB0+       20130101000730100000005000 0000005810000793   
0601OWB0+       20130101000735100000005000 0000005900000800   
0601OWB0+       20130101000740100000005000 0000005980000805   
0601OWB0+       20130101000745100000005000 0000006070000812   
0601OWB0+       20130101000750100000005000 0000006140000816   
0601OWB0+       20130101000755100000005000 0000006230000822   
0601OWB0+       20130101000760100000005000 0000006310000828   
0601OWB0+       20130101000765100000005000 0000006400000834   
0601OWB0+       20130101000770100000005000 0000006470000838   
0601OWB0+       20130101000775100000005000 0000006560000844   
0601OWB0+       20130101000780100000005000 0000006640000849   
0601OWB0+       20130101000785100000005000 0000006710000852   
0601OWB0+       20130101000790100000005000 0000006800000858   
0601OWB0+       20130101000795100000005000 0000006880000863   
0601OWB0+       20130101000800100000005000 0000006970000869   
0601OWB0+       20130101000805100000005000 0000007050000873   
0601OWB0+       20130101000810100000005000 0000007130000878   
0601OWB0+       20130101000815100000005000 0000007220000883   
0601OWB0+       20130101000820100000005000 0000007300000888   
0601OWB0+       20130101000825100000005000 0000007380000892   
0601OWB0+       20130101000830100000005000 0000007460000896   
0601OWB0+       20130101000835100000005000 0000007530000899   
0601OWB0+       20130101000840100000005000 0000007610000903   
0601OWB0+       20130101000845100000005000 0000007680000906   
0601OWB0+       20130101000850100000005000 0000007760000910   
0601OWB0+       20130101000855100000005000 0000007850000915   
0601OWB0+       20130101000860100000005000 0000007920000918   
0601OWB0+       20130101000865100000005000 0000008000000922   
0601OWB0+       20130101000870100000005000 0000008080000926   
0601OWB0+       20130101000875100000005000 0000008170000931   
0601OWB0+       20130101000880100000005000 0000008250000935   
0601OWB0+       20130101000885100000005000 0000008320000937   
0601OWB0+       20130101000890100000005000 0000008400000941   
0601OWB0+       20130101000895100000005000 0000008480000945   
0601OWB0+       20130101000900100000005000 0000008570000950   
0601OWB0+       20130101000905100000005000 0000008640000952   
0601OWB0+       20130101000910100000005000 0000008720000956   
0601OWB0+       20130101000915100000005000 0000008800000959   
0601OWB0+       20130101000920100000005000 0000008880000963   
0601OWB0+       20130101000925100000005000 0000008970000967   
0601OWB0+       20130101000930100000005000 0000009040000969   
0601OWB0+       20130101000935100000005000 0000009120000973   
0601OWB0+       20130101000940100000005000 0000009200000976   
0601OWB0+       20130101000945100000005000 0000009280000979   
0601OWB0+       20130101000950100000005000 0000009370000984   
0601OWB0+       20130101000955100000005000 0000009440000986   
0601OWB0+       20130101000960100000005000 0000009520000989   
0601OWB0+       20130101000965100000005000 0000009600000992   
0601OWB0+       20130101000970100000005000 0000009680000995   
0601OWB0+       20130101000975100000005000 0000009770000999   
0601OWB0+       20130101000980100000005000 0000009850001003   
0601OWB0+       20130101000985100000005000 0000009920001005   
0601OWB0+       20130101000990100000005000 0000010000001008   
0601OWB0+       20130101000995100000005000 0000010080001011   
0601OWB0+       20130101001000100000005000 0000010170001014   
0601OWB0+       20130101001005100000005000 0000010250001017   
0601OWB0+       20130101001010100000005000 0000010340001021   
0601OWB0+       20130101001015100000005000 0000010420001024   
0601OWB0+       20130101001020100000005000 0000010510001028   
0601OWB0+       20130101001025100000005000 0000010590001031   
0601OWB0+       20130101001030100000005000 0000010670001033   
0601OWB0+       20130101001035100000005000 0000010760001037   
0601OWB0+       20130101001040100000005000 0000010840001040   
0601OWB0+       20130101001045100000005000 0000010930001043   
0601OWB0+       20130101001050100000005000 0000011010001046   
0601OWB0+       20130101001055100000005000 0000011090001049   
0601OWB0+       20130101001060100000005000 0000011190001053   
0601OWB0+       20130101001065100000005000 0000011270001056   
0601OWB0+       20130101001070100000005000 0000011350001058   
0601OWB0+       20130101001075100000005000 0000011450001063   
0601OWB0+       20130101001080100000005000 0000011530001065   
0601OWB0+       20130101001085100000005000 0000011610001068   
0601OWB0+       20130101001090100000005000 0000011690001070   
0601OWB0+       20130101001095100000005000 0000011790001074   
0601OWB0+       20130101001100100000005000 0000011870001077   
0601OWB0+       20130101001105100000005000 0000011950001079   
0601OWB0+       20130101001110100000005000 0000012050001083   
0601OWB0+       20130101001115100000005000 0000012130001085   
0601OWB0+       20130101001120100000005000 0000012210001088   
0601OWB0+       20130101001125100000005000 0000012310001092   
0601OWB0+       20130101001130100000005000 0000012400001095   
0601OWB0+       20130101001135100000005000 0000012480001097   
0601OWB0+       20130101001140100000005000 0000012590001102   
0601OWB0+       20130101001145100000005000 0000012670001104   
0601OWB0+       20130101001150100000005000 0000012760001107   
0601OWB0+       20130101001155100000005000 0000012860001111   
0601OWB0+       20130101001160100000005000 0000012950001114   
0601OWB0+       20130101001165100000005000 0000013030001116   
0601OWB0+       20130101001170100000005000 0000013130001120   
0601OWB0+       20130101001175100000005000 0000013220001123   
0601OWB0+       20130101001180100000005000 0000013310001126   
0601OWB0+       20130101001185100000005000 0000013410001129   
0601OWB0+       20130101001190100000005000 0000013490001131   
0601OWB0+       20130101001195100000005000 0000013580001134   
0601OWB0+       20130101001200100000005000 0000013680001138   
0601OWB0+       20130101001205100000005000 0000013770001140   
0601OWB0+       20130101001210100000005000 0000013850001142   
0601OWB0+       20130101001215100000005000 0000013960001147   
0601OWB0+       20130101001220100000005000 0000014040001148   
0601OWB0+       20130101001225100000005000 0000014130001151   
0601OWB0+       20130101001230100000005000 0000014230001155   
0601OWB0+       20130101001235100000005000 0000014320001157   
0601OWB0+       20130101001240100000005000 0000014410001160   
0601OWB0+       20130101001245100000005000 0000014520001164   
0601OWB0+       20130101001250100000005000 0000014610001166   
0601OWB0+       20130101001255100000005000 0000014700001169   
0601OWB0+       20130101001260100000005000 0000014810001173   
0601OWB0+       20130101001265100000005000 0000014900001176   
0601OWB0+       20130101001270100000005000 0000014990001178   
0601OWB0+       20130101001275100000005000 0000015100001182   
0601OWB0+       20130101001280100000005000 0000015190001184   
0601OWB0+       20130101001285100000005000 0000015280001187   
0601OWB0+       20130101001290100000005000 0000015380001190   
0601OWB0+       20130101001295100000005000 0000015470001192   
0601OWB0+       20130101001300100000005000 0000015560001195   
0601OWB0+       20130101001305100000005000 0000015670001198   
0601OWB0+       20130101001310100000005000 0000015760001201   
0601OWB0+       20130101001315100000005000 0000015850001203   
0601OWB0+       20130101001320100000005000 0000015960001207   
0601OWB0+       20130101001325100000005000 0000016050001209   
0601OWB0+       20130101001330100000005000 0000016150001212   
0601OWB0+       20130101001335100000005000 0000016260001216   
0601OWB0+       20130101001340100000005000 0000016360001219   
0601OWB0+       20130101001345100000005000 0000016450001221   
0601OWB0+       20130101001350100000005000 0000016560001224   
0601OWB0+       20130101001355100000005000 0000016660001227   
0601OWB0+       20130101001360100000005000 0000016750001229   
0601OWB0+       20130101001365100000005000 0000016860001233   
0601OWB0+       20130101001370100000005000 0000016960001236   
0601OWB0+       20130101001375100000005000 0000017050001238   
0601OWB0+       20130101001380100000005000 0000017160001241   
0601OWB0+       20130101001385100000005000 0000017260001244   
0601OWB0+       20130101001390100000005000 0000017350001246   
0601OWB0+       20130101001395100000005000 0000017470001250   
0601OWB0+       20130101001400100000005000 0000017570001253   
0601OWB0+       20130101001405100000005000 0000017670001255   
0601OWB0+       20130101001410100000005000 0000017790001259   
0601OWB0+       20130101001415100000005000 0000017880001261   
0601OWB0+       20130101001420100000005000 0000017980001264   
0601OWB0+       20130101001425100000005000 0000018100001268   
0601OWB0+       20130101001430100000005000 0000018200001271   
0601OWB0+       20130101001435100000005000 0000018300001273   
0601OWB0+       20130101001440100000005000 0000018410001276   
0601OWB0+       20130101001445100000005000 0000018520001279   
0601OWB0+       20130101001450100000005000 0000018620001282   
0601OWB0+       20130101001455100000005000 0000018740001286   
0601OWB0+       20130101001460100000005000 0000018840001288   
0601OWB0+       20130101001465100000005000 0000018950001291   
0601OWB0+       20130101001470100000005000 0000019070001295   
0601OWB0+       20130101001475100000005000 0000019170001297   
0601OWB0+       20130101001480100000005000 0000019280001301   
0601OWB0+       20130101001485100000005000 0000019400001304   
0601OWB0+       20130101001490100000005000 0000019510001307   
0601OWB0+       20130101001495100000005000 0000019620001310   
0601OWB0+       20130101001500100000500000 0000025800001474   
0601OWB0+       20130101002000100000500000 0000038060001692   
0601OWB0+       20130101002500100000500000 0000050310001829   
0601OWB0+       20130101003000100000500000 0000062650001928   
0601OWB0+       20130101003500100000500000 0000074970001999   
0601OWB0+       20130101004000100000500000 0000087290002054   
0601OWB0+       20130101004500100000500000 0000099600002097   
0601OWB0+       20130101005000100000500000 0000111920002132   
0601OWB0+       20130101005500100000500000 0000124240002161   
0601OWB0+       20130101006000100000500000 0000136560002185   
0601OWB0+       20130101006500100000500000 0000148880002206   
0601OWB0+       20130101007000100000500000 0000161200002223   
0601OWB0+       20130101007500100000500000 0000173520002239   
0601OWB0+       20130101008000100000500000 0000185860002253   
0601OWB0+       20130101008500100000500000 0000197880002261   
0601OWB0+       20130101009000100000500000 0000209530002265   
0601OWB0+       20130101009500100000500000 0000221180002269   
0601OWB0+       20130101010000100000500000 0000232830002272   
0601OWB0+       20130101010500100000500000 0000244470002274   
0601OWB0+       20130101011000100000500000 0000256120002277   
0601OWB0+       20130101011500100000500000 0000267770002279   
0601OWB0+       20130101012000100000500000 0000279420002281   
0601OWB0+       20130101012500100000500000 0000291070002283   
0601OWB0+       20130101013000100000500000 0000302740002285   
0601OWB0+       20130101013500100000500000 0000314390002286   
0601OWB0+       20130101014000100000500000 0000326040002288   
0601OWB0+       20130101014500100000500000 0000337690002289   
0601OWB0+       20130101015000100000500000 0000349340002291   
0601OWB0+       20130101015500100000500000 0000360990002292   
0601OWB0+       20130101016000100000500000 0000372640002293   
0601OWB0+       20130101016500100000500000 0000384290002294   
0601OWB0+       20130101017000100000500000 0000395930002295   
0601OWB0+       20130101017500100000500000 0000407580002296   
0601OWB0+       20130101018000100000500000 0000419250002297   
0601OWB0+       20130101018500100000500000 0000430900002298   
0601OWB0+       20130101019000100000500000 0000442550002299   
0601OWB0+       20130101019500100000500000 0000454200002300   
0601OWB1+       20130101000000100000020000 0100000030000300   
0601OWB1+       20130101000020100000020000 0100000030000100   
0601OWB1+       20130101000040100000005000 0100000030000071   
0601OWB1+       20130101000045100000005000 0100000030000063   
0601OWB1+       20130101000050100000005000 0100000030000057   
0601OWB1+       20130101000055100000005000 0100000030000052   
0601OWB1+       20130101000060100000005000 0100000030000048   
0601OWB1+       20130101000065100000005000 0100000030000044   
0601OWB1+       20130101000070100000005000 0100000030000041   
0601OWB1+       20130101000075100000005000 0100000030000039   
0601OWB1+       20130101000080100000005000 0100000030000036   
0601OWB1+       20130101000085100000005000 0100000030000034   
0601OWB1+       20130101000090100000005000 0100000030000032   
0601OWB1+       20130101000095100000005000 0100000030000031   
0601OWB1+       20130101000100100000005000 0100000030000029   
0601OWB1+       20130101000105100000005000 0100000030000028   
0601OWB1+       20130101000110100000005000 0100000030000027   
0601OWB1+       20130101000115100000005000 0100000030000026   
0601OWB1+       20130101000120100000005000 0100000030000024   
0601OWB1+       20130101000125100000005000 0100000030000024   
0601OWB1+       20130101000130100000005000 0100000030000023   
0601OWB1+       20130101000135100000005000 0100000030000022   
0601OWB1+       20130101000140100000005000 0100000030000021   
0601OWB1+       20130101000145100000005000 0100000030000020   
0601OWB1+       20130101000150100000005000 0100000030000020   
0601OWB1+       20130101000155100000005000 0100000030000019   
0601OWB1+       20130101000160100000005000 0100000030000018   
0601OWB1+       20130101000165100000005000 0100000030000018   
0601OWB1+       20130101000170100000005000 0100000030000017   
0601OWB1+       20130101000175100000005000 0100000030000017   
0601OWB1+       20130101000180100000005000 0100000030000016   
0601OWB1+       20130101000185100000005000 0100000030000016   
0601OWB1+       20130101000190100000005000 0100000030000016   
0601OWB1+       20130101000195100000005000 0100000030000015   
0601OWB1+       20130101000200100000005000 0100000030000015   
0601OWB1+       20130101000205100000005000 0100000030000014   
0601OWB1+       20130101000210100000005000 0100000030000014   
0601OWB1+       20130101000215100000005000 0100000030000014   
0601OWB1+       20130101000220100000005000 0100000030000013   
0601OWB1+       20130101000225100000005000 0100000030000013   
0601OWB1+       20130101000230100000005000 0100000030000013   
0601OWB1+       20130101000235100000005000 0100000030000013   
0601OWB1+       20130101000240100000005000 0100000030000012   
0601OWB1+       20130101000245100000005000 0100000030000012   
0601OWB1+       20130101000250100000005000 0100000030000012   
0601OWB1+       20130101000255100000005000 0100000030000012   
0601OWB1+       20130101000260100000005000 0100000030000011   
0601OWB1+       20130101000265100000005000 0100000030000011   
0601OWB1+       20130101000270100000005000 0100000030000011   
0601OWB1+       20130101000275100000005000 0100000030000011   
0601OWB1+       20130101000280100000005000 0100000030000011   
0601OWB1+       20130101000285100000005000 0100000030000010   
0601OWB1+       20130101000290100000005000 0100000030000010   
0601OWB1+       20130101000295100000005000 0100000030000010   
0601OWB1+       20130101000300100000005000 0100000030000010   
0601OWB1+       20130101000305100000005000 0100000030000010   
0601OWB1+       20130101000310100000005000 0100000030000010   
0601OWB1+       20130101000315100000005000 0100000030000009   
0601OWB1+       20130101000320100000005000 0100000030000009   
0601OWB1+       20130101000325100000005000 0100000030000009   
0601OWB1+       20130101000330100000005000 0100000030000009   
0601OWB1+       20130101000335100000005000 0100000030000009   
0601OWB1+       20130101000340100000005000 0100000030000009   
0601OWB1+       20130101000345100000005000 0100000030000009   
0601OWB1+       20130101000350100000005000 0100000030000009   
0601OWB1+       20130101000355100000005000 0100000030000008   
0601OWB1+       20130101000360100000005000 0100000030000008   
0601OWB1+       20130101000365100000005000 0100000030000008   
0601OWB1+       20130101000370100000005000 0100000030000008   
0601OWB1+       20130101000375100000005000 0100000030000008   
0601OWB1+       20130101000380100000005000 0100000030000008   
0601OWB1+       20130101000385100000005000 0100000030000008   
0601OWB1+       20130101000390100000005000 0100000030000008   
0601OWB1+       20130101000395100000005000 0100000090000023   
0601OWB1+       20130101000400100000005000 0100000140000035   
0601OWB1+       20130101000405100000005000 0100000190000047   
0601OWB1+       20130101000410100000005000 0100000240000058   
0601OWB1+       20130101000415100000005000 0100000290000069   
0601OWB1+       20130101000420100000005000 0100000350000083   
0601OWB1+       20130101000425100000005000 0100000400000094   
0601OWB1+       20130101000430100000005000 0100000450000104   
0601OWB1+       20130101000435100000005000 0100000510000117   
0601OWB1+       20130101000440100000005000 0100000570000129   
0601OWB1+       20130101000445100000005000 0100000620000139   
0601OWB1+       20130101000450100000005000 0100000680000150   
0601OWB1+       20130101000455100000005000 0100000740000162   
0601OWB1+       20130101000460100000005000 0100000790000171   
0601OWB1+       20130101000465100000005000 0100000850000182   
0601OWB1+       20130101000470100000005000 0100000910000193   
0601OWB1+       20130101000475100000005000 0100000960000201   
0601OWB1+       20130101000480100000005000 0100001020000211   
0601OWB1+       20130101000485100000005000 0100001080000222   
0601OWB1+       20130101000490100000005000 0100001130000229   
0601OWB1+       20130101000495100000005000 0100001190000239   
0601OWB1+       20130101000500100000005000 0100001250000249   
0601OWB1+       20130101000505100000005000 0100001310000258   
0601OWB1+       20130101000510100000005000 0100001360000265   
0601OWB1+       20130101000515100000005000 0100001420000274   
0601OWB1+       20130101000520100000005000 0100001480000283   
0601OWB1+       20130101000525100000005000 0100001530000290   
0601OWB1+       20130101000530100000005000 0100001590000299   
0601OWB1+       20130101000535100000005000 0100001650000307   
0601OWB1+       20130101000540100000005000 0100001700000313   
0601OWB1+       20130101000545100000005000 0100001760000321   
0601OWB1+       20130101000550100000005000 0100001820000329   
0601OWB1+       20130101000555100000005000 0100001870000335   
0601OWB1+       20130101000560100000005000 0100001930000343   
0601OWB1+       20130101000565100000005000 0100001990000351   
0601OWB1+       20130101000570100000005000 0100002040000356   
0601OWB1+       20130101000575100000005000 0100002100000364   
0601OWB1+       20130101000580100000005000 0100002160000371   
0601OWB1+       20130101000585100000005000 0100002220000378   
0601OWB1+       20130101000590100000005000 0100002280000385   
0601OWB1+       20130101000595100000005000 0100002350000393   
0601OWB1+       20130101000600100000005000 0100002430000403   
0601OWB1+       20130101000605100000005000 0100002490000410   
0601OWB1+       20130101000610100000005000 0100002560000418   
0601OWB1+       20130101000615100000005000 0100002630000426   
0601OWB1+       20130101000620100000005000 0100002690000432   
0601OWB1+       20130101000625100000005000 0100002770000441   
0601OWB1+       20130101000630100000005000 0100002840000449   
0601OWB1+       20130101000635100000005000 0100002910000456   
0601OWB1+       20130101000640100000005000 0100002970000462   
0601OWB1+       20130101000645100000005000 0100003050000471   
0601OWB1+       20130101000650100000005000 0100003120000478   
0601OWB1+       20130101000655100000005000 0100003190000485   
0601OWB1+       20130101000660100000005000 0100003250000491   
0601OWB1+       20130101000665100000005000 0100003330000499   
0601OWB1+       20130101000670100000005000 0100003400000506   
0601OWB1+       20130101000675100000005000 0100003460000511   
0601OWB1+       20130101000680100000005000 0100003530000517   
0601OWB1+       20130101000685100000005000 0100003610000525   
0601OWB1+       20130101000690100000005000 0100003680000531   
0601OWB1+       20130101000695100000005000 0100003750000538   
0601OWB1+       20130101000700100000005000 0100003830000545   
0601OWB1+       20130101000705100000005000 0100003910000553   
0601OWB1+       20130101000710100000005000 0100004000000561   
0601OWB1+       20130101000715100000005000 0100004060000566   
0601OWB1+       20130101000720100000005000 0100004150000574   
0601OWB1+       20130101000725100000005000 0100004230000581   
0601OWB1+       20130101000730100000005000 0100004300000587   
0601OWB1+       20130101000735100000005000 0100004380000594   
0601OWB1+       20130101000740100000005000 0100004460000601   
0601OWB1+       20130101000745100000005000 0100004540000607   
